ArticleID,Pub_Type,Authors,Year ,Title,Pub_name,Volume,Issue,Pages,source
24227,Journal Article,Holon_etal,2015,Fine-scale cartography of human impacts along French Mediterranean coasts: A relevant map for the management of marine ecosystems,PLoS ONE,10,8,,PubDatabase
24228,Journal Article,Holon_etal,2015,The impact of 85 years of coastal development on shallow seagrass beds (Posidonia oceanica L. (Delile)) in South Eastern France: A slow but steady loss without recovery,Estuarine Coastal and Shelf Science,165,,204-212,PubDatabase
24229,Journal Article,Holon_etal,2018,A predictive model based on multiple coastal anthropogenic pressures explains the degradation status of a marine ecosystem: Implications for management and conservation,Biological Conservation,222,,125-135,PubDatabase
24232,Journal Article,Hornseth_etal,2018,Motorized Activity on Legacy Seismic Lines: A Predictive Modeling Approach to Prioritize Restoration Efforts,Environmental Management,62,3,595-607,PubDatabase
24242,Journal Article,Howard_etal,2018,A freshwater conservation blueprint for California: Prioritizing watersheds for freshwater biodiversity,Freshwater Science,37,2,417-431,PubDatabase
24247,Journal Article,Hu_etal,2018,Association between nighttime artificial light pollution and sea turtle nest density along Florida coast: A geospatial study using VIIRS remote sensing data,Environmental Pollution,239,,30-42,PubDatabase
24253,Journal Article,Hughes,2019,Understanding and minimizing environmental impacts of the Belt and Road Initiative,Conservation Biology,33,4,883-894,PubDatabase
24256,Journal Article,Hui_etal,2020,"Vascular plants in the tourist area of Lushan national nature reserve, China: Status, threats and conservation",Eco.mont,12,1,60-63,PubDatabase
24257,Journal Article,Hull_etal,2011,Evaluating the efficacy of zoning designations for protected area management,Biological Conservation,144,12,3028-3037,PubDatabase
24258,Journal Article,Hull_etal,2014,Impact of livestock on giant pandas and their habitat,Journal for Nature Conservation,22,3,256-264,PubDatabase
24262,Journal Article,Hurley_etal,2019,Spatiotemporal bycatch analysis of the Atlantic halibut ( Hippoglossus hippoglossus ) longline fishery survey indicates hotspots for species of conservation concern,Conservation Science and Practice,1,1,,PubDatabase
24265,Journal Article,Hyde_etal,2018,Transmission lines are an under-acknowledged conservation threat to the Brazilian Amazon,Biological Conservation,228,,343-356,PubDatabase
24266,Journal Article,Iacona_etal,2014,Predicting the invadedness of protected areas,Diversity and Distributions,20,4,430-439,PubDatabase
24267,Journal Article,Iacona_etal,2016,Predicting the presence and cover of management relevant invasive plant species on protected areas,Journal of Environmental Management,166,,537-543,PubDatabase
24268,Journal Article,Ibanez_etal,2019,"Twenty years after Jaffré et al. (1998), is the system of protected areas now adequate in New Caledonia?",Biodiversity and Conservation,28,1,245-254,PubDatabase
24269,Journal Article,Ibharim_etal,2015,Mapping mangrove changes in the Matang Mangrove Forest using multi temporal satellite imageries,Ocean & Coastal Management,114,,64-76,PubDatabase
24270,Journal Article,Ibouroi_etal,2019,The first comprehensive survey of habitat suitability and population size for the endangered Grande Comoro Scops Owl (Otus pauliani): implications for its conservation,Journal of Ornithology,160,4,1121-1132,PubDatabase
24274,Journal Article,Iglesias-Merchan_etal,2015,Transportation planning and quiet natural areas preservation: Aircraft overflights noise assessment in a National Park,Transportation Research Part D: Transport and Environment,41,,2022-12-01,PubDatabase
24288,Journal Article,Ioki_etal,2019,"Supporting forest conservation through community-based land use planning and participatory GIS – lessons from Crocker Range Park, Malaysian Borneo",Journal for Nature Conservation,52,,,PubDatabase
24290,Journal Article,Issaris_etal,2012,Ecological mapping and data quality assessment for the needs of ecosystem-based marine spatial management: Case study Greek Ionian Sea and the adjacent gulfs,Mediterranean Marine Science,13,2,297-311,PubDatabase
24291,Journal Article,Isunju and Kemp,2016,"Spatiotemporal analysis of encroachment on wetlands: A case of Nakivubo wetland in Kampala, Uganda",Environmental Monitoring and Assessment,188,4,,PubDatabase
24295,Journal Article,Jackson_etal,2020,Understanding the co?occurrence of tree loss and modern slavery to improve efficacy of conservation actions and policies,Conservation Science and Practice,2,5,,PubDatabase
24297,Journal Article,Jalali_etal,2015,Exploring spatiotemporal trends in commercial fishing effort of an abalone fishing zone: A GIS-based hotspot model,PLoS ONE,10,5,,PubDatabase
24299,Conference Proceeding,Janik,2020,Landscape monitoring: Urbanization and recreation in protected areas. Where to draw the line?, Conservation Science and Practice,2,5,,PubDatabase
24302,Journal Article,Jaric_etal,2019,Susceptibility of European freshwater fish to climate change: Species profiling based on life-history and environmental characteristics,Global Change Biology,25,2,448-458,PubDatabase
24304,Journal Article,Jarvis_etal,2010,Assessment of threats to ecosystems in South America,Journal for Nature Conservation,18,3,180-188,PubDatabase
24307,Journal Article,Jenkins_etal,2016,Global and regional priorities for marine biodiversity protection,Biological Conservation,204,,333-339,PubDatabase
24310,Journal Article,Jensen_etal,2019,Exploring the international trade in African snakes not listed on CITES: highlighting the role of the internet and social media,Biodiversity and Conservation,28,1,,PubDatabase
24313,Journal Article,Jézéquel_etal,2020,Freshwater fish diversity hotspots for conservation priorities in the Amazon Basin,Conservation Biology,34,4,956-965,PubDatabase
24314,Thesis,"Jia, S.",2016,Understanding the Ecological Challenges in California Protected Areas Through the Lens of Remote Sensing Technologies,,,,175,PubDatabase
24315,Journal Article,Jiang_etal,2020,Assessing the impact of climate change on the spatio-temporal distribution of foot-and-mouth disease risk for elephants,Global Ecology and Conservation,23,,,PubDatabase
24321,Journal Article,Jones_etal,2009,The perfect invader: A parthenogenic crayfish poses a new threat to Madagascar's freshwater biodiversity,Biological Invasions,11,6,1475-1482,PubDatabase
24322,Journal Article,Jones and Power,2012,Field-scale evaluation of effects of nitrogen deposition on the functioning of heathland ecosystems,Journal of Ecology,100,2,331-342,PubDatabase
24326,Journal Article,Jones_etal,2017,Seals and shipping: quantifying population risk and individual exposure to vessel noise,Journal of Applied Ecology,54,6,1930-1940,PubDatabase
24328,Journal Article,Jones Alice_etal,2018,Capturing expert uncertainty in spatial cumulative impact assessments,Scientific Reports (Nature Publisher Group),8,,2013-01-01,PubDatabase
24329,Journal Article,Jongsomjit_etal,2013,Between a rock and a hard place: the impacts of climate change and housing development on breeding birds in California,Landscape Ecology,28,2,187-200,PubDatabase
24341,Journal Article,Kahler_etal,2012,Poaching Risks in Community-Based Natural Resource Management,Conservation Biology,27,1,177-186,PubDatabase
24345,Journal Article,Kamino_etal,2020,"Conservation paradox: Large-scale mining waste in protected areas in two global hotspots, southeastern Brazil",Ambio,49,10,1629-1638,PubDatabase
24346,Journal Article,Kamp_etal,2015,Global population collapse in a superabundant migratory bird and illegal trapping in China,Conservation Biology,29,6,1684-1694,PubDatabase
24347,Journal Article,Kamrowski_etal,2014,Temporal changes in artificial light exposure of marine turtle nesting areas,Global Change Biology,20,8,2437-2449,PubDatabase
24352,Journal Article,Kano_etal,2016,Impacts of dams and global warming on fish biodiversity in the Indo-Burma hotspot,PLoS ONE,11,8,,PubDatabase
24353,Journal Article,Kantola_etal,2019,Spatial risk assessment of eastern monarch butterfly road mortality during autumn migration within the southern corridor,Biological Conservation,231,,150-160,PubDatabase
24358,Journal Article,Karimi and Jones,2020,Assessing national human footprint and implications for biodiversity conservation in Iran,Ambio,49,9,1506-1518,PubDatabase
24364,Journal Article,Katsis_etal,2018,"Spatial Patterns of Primate Electrocutions in Diani, Kenya",International Journal of Primatology,39,4,493-510,PubDatabase
24365,Journal Article,Katzner_etal,2020,Assessing population-level consequences of anthropogenic stressors for terrestrial wildlife,Ecosphere,11,3,,PubDatabase
24366,Journal Article,Kauano É_etal,2017,Illegal use of natural resources in federal protected areas of the Brazilian Amazon,PeerJ,2017,10,,PubDatabase
24368,Journal Article,Kehoe_etal,2015,Global patterns of agricultural land-use intensity and vertebrate diversity,Diversity and Distributions,21,11,1308-1318,PubDatabase
24372,Journal Article,Keith_etal,2012,"Spatial Analysis of Risks Posed by Root Rot Pathogen, Phytophthora cinnamomi: Implications for Disease Management",Proceedings of the Linnean Society of New South Wales,134,,B147-B179,PubDatabase
24375,Journal Article,Kelly and Meentemeyer,2002,Landscape dynamics of the spread of Sudden Oak Death,Photogrammetric Engineering and Remote Sensing,68,10,1001-1009,PubDatabase
24381,Journal Article,Khaliq_etal,2014,Global variation in thermal tolerances and vulnerability of endotherms to climate change,Proceedings of the Royal Society B: Biological Sciences,281,1789,,PubDatabase
24389,Journal Article,Kidane_etal,2012,"Vegetation dynamics, and land use and land cover change in the Bale Mountains, Ethiopia",Environmental Monitoring and Assessment,184,12,7473-7489,PubDatabase
24391,Journal Article,Kilshaw_etal,2016,Mapping the spatial configuration of hybridization risk for an endangered population of the European wildcat (Felis silvestris silvestris) in Scotland,Mammal Research,61,1,,PubDatabase
24392,Journal Article,Kim_etal,2020,Risk-based fisheries assessment considering spatio-temporal component for Korean waters,Ocean and Coastal Management,192,,,PubDatabase
24395,Journal Article,Kirk_etal,2019,Grazing effects on woody and herbaceous plant biodiversity on a limestone mountain in northern Tunisia,PeerJ,2019,8,,PubDatabase
24396,Journal Article,Kirkman_etal,2019,Using Systematic Conservation Planning to support Marine Spatial Planning and achieve marine protection targets in the transboundary Benguela Ecosystem,Ocean and Coastal Management,168,,117-129,PubDatabase
24397,Journal Article,Kirol_etal,2015,Identifying Greater Sage-Grouse source and sink habitats for conservation planning in an energy development landscape,Ecological Applications,25,4,968-990,PubDatabase
24400,Journal Article,Kitzes and Shirley,2016,Estimating biodiversity impacts without field surveys: A case study in northern Borneo,Ambio,45,1,110-119,PubDatabase
24401,Journal Article,Kitzes_etal,2017,Consumption-Based Conservation Targeting: Linking Biodiversity Loss to Upstream Demand through a Global Wildlife Footprint,Conservation Letters,10,5,531-538,PubDatabase
24404,Journal Article,Klarenberg_etal,2019,A spatiotemporal natural-human database to evaluate road development impacts in an Amazon trinational frontier,Scientific Data,6,1,2022-12-01,PubDatabase
24411,Journal Article,Knouft and Chu,2015,Using watershed-scale hydrological models to predict the impacts of increasing urbanization on freshwater fish assemblages,Ecohydrology,8,2,273-285,PubDatabase
24415,Journal Article,Koen_etal,2018,Emerging threat of the 21st century lightscape to global biodiversity,Global Change Biology,24,6,2315-2324,PubDatabase
