ArticleID,Authors,Year,Study_design,Ecoregion,Spatial_Scale,Spatial_res,Continent_Ocean,country_eez,Title
24232,Hornseth_etal,2018,Observational,Terrestrial,Sub-national,1,north america,United States,Motorized Activity on Legacy Seismic Lines: A Predictive Modeling Approach to Prioritize Restoration Efforts
24242,Howard_etal,2018,Observational,Freshwater,Sub-national,,north america,United States,A freshwater conservation blueprint for California: Prioritizing watersheds for freshwater biodiversity
24247,Hu_etal,2018,Observational,Marine,Sub-national,30,north atlantic,United States,Association between nighttime artificial light pollution and sea turtle nest density along Florida coast: A geospatial study using VIIRS remote sensing data
24253,Hughes,2019,Observational,Terrestrial,Global,,Unknown,Unknown,Understanding and minimizing environmental impacts of the Belt and Road Initiative
24256,Hui_etal,2020,Observational,Terrestrial,Local,,asia,China,"Vascular plants in the tourist area of Lushan national nature reserve, China: Status, threats and conservation"
24257,Hull_etal,2011,Observational,Terrestrial,Local,,asia,China,Evaluating the efficacy of zoning designations for protected area management
24258,Hull_etal,2014,Observational,Terrestrial,Local,m,asia,China,Impact of livestock on giant pandas and their habitat
W26592,Humber_etal,2014,S_Review,Marine,Global,,Unknown,Unknown,So excellent a fishe: a global overview of legal marine turtle fisheries
24262,Hurley_etal,2019,Observational,Marine,Sub-national,25,north atlantic,Canada,Spatiotemporal bycatch analysis of the Atlantic halibut ( Hippoglossus hippoglossus ) longline fishery survey indicates hotspots for species of conservation concern
24265,Hyde_etal,2018,Observational,Terrestrial,Sub-national,30,south america,Brazil,Transmission lines are an under-acknowledged conservation threat to the Brazilian Amazon
24266,Iacona_etal,2014,Observational,Terrestrial,Sub-national,30,south america,Brazil,Predicting the invadedness of protected areas
24267,Iacona_etal,2016,Observational,Terrestrial,Sub-national,,north america,United States,Predicting the presence and cover of management relevant invasive plant species on protected areas
24268,Ibanez_etal,2019,Observational,Terrestrial,National,,australasia,New Caledonia,"Twenty years after Jaffré et al. (1998), is the system of protected areas now adequate in New Caledonia?"
24269,Ibharim_etal,2015,Observational,Terrestrial,Local,,asia,Malaysia,Mapping mangrove changes in the Matang Mangrove Forest using multi temporal satellite imageries
24270,Ibouroi_etal,2019,Observational,Terrestrial,Local,,africa,Comoros,The first comprehensive survey of habitat suitability and population size for the endangered Grande Comoro Scops Owl (Otus pauliani): implications for its conservation
24274,Iglesias-Merchan_etal,2015,Observational,Terrestrial,Local,100,europe,Spain,Transportation planning and quiet natural areas preservation: Aircraft overflights noise assessment in a National Park
24288,Ioki_etal,2019,Observational,Terrestrial,Local,,asia,Malaysia,"Supporting forest conservation through community-based land use planning and participatory GIS – lessons from Crocker Range Park, Malaysian Borneo"
24290,Issaris_etal,2012,Observational,Marine,Sub-national,,mediterranean,Greece,Ecological mapping and data quality assessment for the needs of ecosystem-based marine spatial management: Case study Greek Ionian Sea and the adjacent gulfs
24291,Isunju and Kemp,2016,Observational,Freshwater,Local,,africa,Uganda,"Spatiotemporal analysis of encroachment on wetlands: A case of Nakivubo wetland in Kampala, Uganda"
24295,Jackson_etal,2020,Observational,Terrestrial,Global,1,Unknown,Unknown,Understanding the co?occurrence of tree loss and modern slavery to improve efficacy of conservation actions and policies
25557,Jacoby_etal,2020,Observational,Marine,Local,0.01,indian ocean,Chagos Archipelago,"Shark movement strategies influence poaching risk and can guide enforcement decisions in a large, remote marine protected area"
24297,Jalali_etal,2015,Observational,Marine,Local,,indian ocean,Australia,Exploring spatiotemporal trends in commercial fishing effort of an abalone fishing zone: A GIS-based hotspot model
24299,Janik_etal,2020,Observational,Terrestrial,Local,0.25,europe,Czech Republic,Landscape monitoring: Urbanization and recreation in protected areas. Where to draw the line?
24302,Jaric_etal,2019,Observational,Freshwater,Continental,,europe,Unknown,Susceptibility of European freshwater fish to climate change: Species profiling based on life-history and environmental characteristics
24304,Jarvis_etal,2010,Observational,Terrestrial,Continental,1,south america,Unknown,Assessment of threats to ecosystems in South America
24307,Jenkins_etal,2016,Observational,Marine,Global,2500,Unknown,Unknown,Global and regional priorities for marine biodiversity protection
24310,Jensen_etal,2019,Observational,Terrestrial,Global,,Unknown,Unknown,Exploring the international trade in African snakes not listed on CITES: highlighting the role of the internet and social media
24313,Jézéquel_etal,2020,Observational,Freshwater,Multi-national,,south america,Brazil,Freshwater fish diversity hotspots for conservation priorities in the Amazon Basin
24314,"Jia,S.",2016,Observational,Terrestrial,Sub-national,1,north america,United States,Understanding the Ecological Challenges in California Protected Areas Through the Lens of Remote Sensing Technologies
24315,Jiang_etal,2020,Observational,Terrestrial,Continental,30,africa,Unknown,Assessing the impact of climate change on the spatio-temporal distribution of foot-and-mouth disease risk for elephants
24328,Jones Alice_etal,2018,Observational,Marine,Sub-national,250,indian ocean,Australia,Capturing expert uncertainty in spatial cumulative impact assessments
24322,Jones and Power,2012,Observational,Terrestrial,Sub-national,5,europe,United Kingdom,Field-scale evaluation of effects of nitrogen deposition on the functioning of heathland ecosystems
24321,Jones_etal,2009,Observational,Freshwater,National,,africa,Madagascar,The perfect invader: A parthenogenic crayfish poses a new threat to Madagascar's freshwater biodiversity
24326,Jones_etal,2017,Observational,Marine,National,25,north atlantic,United Kingdom,Seals and shipping: quantifying population risk and individual exposure to vessel noise
24329,Jongsomjit_etal,2013,Observational,Terrestrial,Sub-national,800,north america,United States,Between a rock and a hard place: the impacts of climate change and housing development on breeding birds in California
24341,Kahler_etal,2012,Observational,Terrestrial,Local,10,africa,Namibia,Poaching Risks in Community-Based Natural Resource Management
24345,Kamino_etal,2020,Observational,Freshwater,Sub-national,,south america,Brazil,"Conservation paradox: Large-scale mining waste in protected areas in two global hotspots, southeastern Brazil"
24346,Kamp_etal,2015,Observational,Terrestrial,Continental,degrees,asia,Unknown,Global population collapse in a superabundant migratory bird and illegal trapping in China
24347,Kamrowski_etal,2014,Observational,Marine,National,,indian ocean,Australia,Temporal changes in artificial light exposure of marine turtle nesting areas
24352,Kano_etal,2016,Observational,Freshwater,Multi-national,km2,asia,Cambodia,Impacts of dams and global warming on fish biodiversity in the Indo-Burma hotspot
24353,Kantola_etal,2019,Observational,Terrestrial,Sub-national,30,north america,United States,Spatial risk assessment of eastern monarch butterfly road mortality during autumn migration within the southern corridor
24358,Karimi and Jones,2020,Observational,Terrestrial,National,100,asia,Iran,Assessing national human footprint and implications for biodiversity conservation in Iran
24364,Katsis_etal,2018,Observational,Terrestrial,Local,,africa,Kenya,"Spatial Patterns of Primate Electrocutions in Diani, Kenya"
24365,Katzner_etal,2020,Observational,Terrestrial,Sub-national,,north america,United States,Assessing population-level consequences of anthropogenic stressors for terrestrial wildlife
24366,Kauano É_etal,2017,Observational,Freshwater,Sub-national,,south america,Brazil,Illegal use of natural resources in federal protected areas of the Brazilian Amazon
24368,Kehoe_etal,2015,Observational,Terrestrial,Global,12100,Unknown,Unknown,Global patterns of agricultural land-use intensity and vertebrate diversity
24372,Keith_etal,2012,Observational,Terrestrial,Local,25,australasia,Australia,"Spatial Analysis of Risks Posed by Root Rot Pathogen, Phytophthora cinnamomi: Implications for Disease Management"
24375,Kelly and Meentemeyer,2002,Observational,Terrestrial,Sub-national,5,north america,United States,Landscape dynamics of the spread of Sudden Oak Death
24381,Khaliq_etal,2014,Observational,Terrestrial,Global,,Unknown,Unknown,Global variation in thermal tolerances and vulnerability of endotherms to climate change
24389,Kidane_etal,2012,Observational,Terrestrial,Local,2.5,africa,Ethiopia,"Vegetation dynamics, and land use and land cover change in the Bale Mountains, Ethiopia"
24391,Kilshaw_etal,2016,Observational,Terrestrial,Sub-national,500,europe,United Kingdom,Mapping the spatial configuration of hybridization risk for an endangered population of the European wildcat (Felis silvestris silvestris) in Scotland
24392,Kim_etal,2020,Observational,Marine,National,0.5,north pacific,South Korea,Risk-based fisheries assessment considering spatio-temporal component for Korean waters
24395,Kirk_etal,2019,Observational,Terrestrial,Local,,africa,Tunisia,Grazing effects on woody and herbaceous plant biodiversity on a limestone mountain in northern Tunisia
24396,Kirkman_etal,2019,Observational,Marine,Multi-national,km2,south atlantic,Angola,Using Systematic Conservation Planning to support Marine Spatial Planning and achieve marine protection targets in the transboundary Benguela Ecosystem
24397,Kirol_etal,2015,Observational,Terrestrial,Local,30,north america,United States,Identifying Greater Sage-Grouse source and sink habitats for conservation planning in an energy development landscape
24400,Kitzes and Shirley,2016,Observational,Freshwater,Sub-national,,asia,Malaysia,Estimating biodiversity impacts without field surveys: A case study in northern Borneo
24401,Kitzes_etal,2017,Observational,Terrestrial,Global,,Unknown,Unknown,Consumption-Based Conservation Targeting: Linking Biodiversity Loss to Upstream Demand through a Global Wildlife Footprint
24404,Klarenberg_etal,2019,Observational,Freshwater,Sub-national,,south america,Brazil,A spatiotemporal natural-human database to evaluate road development impacts in an Amazon trinational frontier
24411,Knouft and Chu,2015,Observational,Freshwater,Local,30,north america,United States,Using watershed-scale hydrological models to predict the impacts of increasing urbanization on freshwater fish assemblages
