ArticleID,Authors,Year,Study_design,Ecoregion,Spatial_Scale,Spatial_res,Continent_Ocean,country_eez,Title,Threat,Threat1,Threat_metric,Threat_data,Quantity_threats,threat_precision,threat_database,Threat_decoded,Threat1_decoded,Georef_ind_driver,Direct_driver,Indirect_driver
23612,Cowburn_etal,2018,Observational,Marine,National,,south atlantic,Comoros,"The current status of coral reefs and their vulnerability to climate change and multiple human stresses in the Comoros Archipelago, Western Indian Ocean",11.1:CC_Habitat; 11.3:CC_Temp; 9.7:PollUnspec,11; 9,survey,Quantitative,3,level1,,Habitat Shifting & Alteration; Pollution (Unspecified); Temperature Extremes,Climate Change & Severe Weather; Pollution,1,invasive_and_alien_species;land/sea_use_change;pollution,demographic;society_and_culture
23613,Cowles_etal,2012,Observational,Freshwater,Sub-national,,north america,United States,Using GIS to assess pesticide exposure to threatened and Endangered Species for ecological risk assessment,9.3:PollAgrFor,9,survey,Quantitative,1,level2,,Agricultural & Forestry Effluents,Pollution,1,climate_change;direct_exploitation;invasive_and_alien_species;land/sea_use_change,demographic;society_and_culture;technology
23614,Craig_etal,2019,Observational,Terrestrial,National,,africa,Namibia,The drivers and extent of poison use by Namibia’s communal farmers: Implications for averting the African vulture crisis,5.1:UseAnimals,5,expert,Quantitative,1,level2,,Hunting & Collecting Animals,Biological Resource Use,1,climate_change;direct_exploitation;invasive_and_alien_species;pollution,demographic;technology
23616,Crano,2016,Observational,Terrestrial,Local,10,north america,United States,Spatial assessment of ecosystem impacts from recreational trails in the San Bernardino National Forest,6.1:ActivRnR,6,database,Qualitative,1,level2,USDAForestService_2015,Recreational Activities,Human Intrusions & Disturbance,1;na,climate_change;direct_exploitation;land/sea_use_change;pollution,economic
23620,Critchell_etal,2019,Observational,Marine,Local,,south pacific,Australia,Predicting the exposure of coastal species to plastic pollution in a complex island archipelago,9.4:PollGarbSW,9,literature; modelled,Qualitative,1,level2,,Garbage & Solid Waste,Pollution,0,climate_change;invasive_and_alien_species;land/sea_use_change;pollution,economic;governance_and_institutions
23623,Croquer_etal,2016,Observational,Marine,Local,,north atlantic,Venezuela,"Is Acropora palmata recovering? A case study in Los Roques National Park, Venezuela",5.4:UseAquatic; 6.1:ActivRnR; 9.7:PollUnspec,5; 6; 9,survey,Qualitative,3,level2,,Fishing & Harvesting Aquatic Resources; Pollution (Unspecified); Recreational Activities,Biological Resource Use; Human Intrusions & Disturbance; Pollution,1,direct_exploitation;invasive_and_alien_species;land/sea_use_change;pollution,economic;governance_and_institutions;society_and_culture
23626,Crosti_etal,2017,Observational,Marine,Local,,mediterranean,Italy,Assessing the relationship between cetacean strandings (Tursiops truncatus and Stenella coeruleoalba) and fishery pressure indicators in Sicily (Mediterranean Sea) within the framework of the EU Habitats Directive,5.4:UseAquatic,5,database,Quantitative,1,level2,FleetRegister_EUCommunityRegister,Fishing & Harvesting Aquatic Resources,Biological Resource Use,0,climate_change;direct_exploitation;invasive_and_alien_species;land/sea_use_change;pollution,economic;governance_and_institutions;technology
23631,Cubero-Pardo_etal,2011,Observational,Marine,Sub-national,22.2,north pacific,Mexico,A proposal to define vulnerability of cetacean areas to human development: Variables and analysis procedures applied to the gulf of California,1.1:DevResid; 5.4:UseAquatic; 6.1:ActivRnR; 9.7:PollUnspec,1; 5; 6; 9,database,Qualitative,4,level2,multiple,Fishing & Harvesting Aquatic Resources; Housing & Urban Areas; Pollution (Unspecified); Recreational Activities,Biological Resource Use; Human Intrusions & Disturbance; Pollution; Residential & Commercial Development,1,climate_change;climate_change,economic;society_and_culture
23633,Cuevas_etal,2019,Observational,Marine,Sub-national,1,north atlantic,Mexico,Ecological vulnerability of two sea turtle species in the Gulf of Mexico: An integrated spatial approach,11.3:CC_Temp; 3.1:OilGas; 4.3:ShipLane; 5.4:UseAquatic,11; 3; 4; 5,database; expert,Quantitative,4,level2,PACE,Fishing & Harvesting Aquatic Resources; Oil & Gas Drilling; Shipping Lanes; Temperature Extremes,Biological Resource Use; Climate Change & Severe Weather; Energy Production & Mining; Transportation & Service Corridors,1;0,direct_exploitation;direct_exploitation,economic;technology
23639,Cunningham_etal,2013,Observational,Terrestrial,National,,africa,South Africa,Identifying biologically meaningful hot-weather events using threshold temperatures that affect life-history,11.3:CC_Temp,11,database,Quantitative,1,level2,South African Weather Service,Temperature Extremes,Climate Change & Severe Weather,1,pollution;pollution,governance_and_institutions
23641,Curatola_etal,2015,Observational,Terrestrial,Local,,south america,Ecuador,Land cover change in the Andes of southern Ecuador-Patterns and drivers,7.1:FireSystem; 8.1:SDAlienInv,7; 8,rs,Qualitative,2,level2,,Fire & Fire Suppression; Invasive Non-Native/Alien Species,Invasive & Problematic Species; Natural System Modifications,1;0,land/sea_use_change;land/sea_use_change,governance_and_institutions;society_and_culture
23649,D’amico_etal,2019,Observational,Terrestrial,Multi-national,10,europe,Portugal,Bird collisions with power lines: Prioritizing species and areas by estimating potential population-level impacts,4.2:UtilityLine,4,database,Qualitative,1,level2,PowerCompanies,Utility & Service Lines,Transportation & Service Corridors,1,invasive_and_alien_species;invasive_and_alien_species,governance_and_institutions;technology
23651,Dahdouh-Guebas_etal,2002,Observational,Terrestrial,Local,,indian ocean,Sri Lanka,Recent changes in land-use in the Pambala-Chilaw Lagoon complex (Sri Lanka) investigated using remote sensing and GIS: Conservation of mangroves vs. development of shrimp farming,2.4:Aqua,2,rs,Qualitative,1,level2,,Marine & Freshwater Aquaculture,Agriculture & Aquaculture,0,climate_change;direct_exploitation;direct_exploitation,society_and_culture
23652,Dalle_etal,2019,Observational,Terrestrial,Local,,south america,Brazil,Biodiversity responses to land-use and restoration in a global biodiversity hotspot: Ant communities in Brazilian Cerrado,2.1:AgNTC; 2.2:AgWood; 2.3:AgLivestock,2,survey,Qualitative,3,level2,,Annual & Perennial Non-Timber Crops; Livestock Farming & Ranching; Wood & Pulp Plantations,Agriculture & Aquaculture,0,land/sea_use_change;pollution;pollution,society_and_culture;technology
23653,Dalu_etal,2017,Observational,Freshwater,Local,,africa,Zimbabwe,Can Potamonautids be used as umbrella invertebrate species for conservation: Identifying opportunities and challenges related to community sustainable livelihoods,5.1:UseAnimals,5,expert,Quantitative,1,level2,,Hunting & Collecting Animals,Biological Resource Use,1;0,climate_change;climate_change;direct_exploitation;invasive_and_alien_species,technology
23654,Daly_etal,2018,Observational,Marine,Multi-national,5,indian ocean,South Africa,Refuges and risks: Evaluating the benefits of an expanded MPA network for mobile apex predators,5.4:UseAquatic,5,database,Quantitative,1,level2,IOTC,Fishing & Harvesting Aquatic Resources,Biological Resource Use,1,climate_change,conflits_and_epidemics
23647,D'amico_etal,2015,Observational,Terrestrial,Local,,europe,Spain,"Vertebrate road-kill patterns in Mediterranean habitats: Who, when and where",4.1:RoadRail,4,survey,Quantitative,1,level2,,Roads & Railroads,Transportation & Service Corridors,1,direct_exploitation,conflits_and_epidemics;demographic
23656,Dang_etal,2019,Observational,Terrestrial,Global,30,Unknown,Unknown,An analysis of the spatial association between deforestation and agricultural field sizes in the tropics and subtropics,2.5:AgUnspec,2,rs,Qualitative,1,level1,,Agriculture (Unspecified),Agriculture & Aquaculture,1,invasive_and_alien_species,conflits_and_epidemics;demographic;economic
23657,Dang_etal,2020,Observational,Terrestrial,Sub-national,1,asia,China,Quantifying the Relative Importance of Climate Change and Human Activities on Selected Wetland Ecosystems in China,1.1:DevResid; 1.2:DevComInd; 1.3:DevRnR; 2.1:AgNTC; 2.3:AgLivestock; 4.1:RoadRail; 9.6:PollEnergy,1; 2; 4; 9,modelled,Quantitative,7,cumulative,HFI;resdc.cn,"Annual & Perennial Non-Timber Crops; Commercial & Industrial Areas; Excess Energy (Light, Heat, Sound); Housing & Urban Areas; Livestock Farming & Ranching; Roads & Railroads; Tourism & Recreation Areas",Agriculture & Aquaculture; Pollution; Residential & Commercial Development; Transportation & Service Corridors,1;na,land/sea_use_change,conflits_and_epidemics;demographic;governance_and_institutions
23660,Darwall_etal,2011,Observational,Freshwater,Continental,,africa,Unknown,"The diversity of life in African freshwaters: underwater, under threat: an analysis of the status and distribution of freshwater species throughout mainland Africa",2.4:Aqua; 5.4:UseAquatic; 7.2:WaterSystem; 8.1:SDAlienInv; 9.7:PollUnspec,2; 5; 7; 8; 9,database,Qualitative,5,level2,FAO,Dams & Water Management/Use; Fishing & Harvesting Aquatic Resources; Invasive Non-Native/Alien Species; Marine & Freshwater Aquaculture; Pollution (Unspecified),Agriculture & Aquaculture; Biological Resource Use; Invasive & Problematic Species; Natural System Modifications; Pollution,0,pollution,conflits_and_epidemics;demographic;society_and_culture
23663,Das_etal,2020,Observational,Freshwater,Local,,asia,India,Assessment of wetland ecosystem health using the pressure-state-response (PSR) model: A case study of Mursidabad District of West Bengal (India),1.1:DevResid; 4.1:RoadRail,1; 4,database,Quantitative,2,level2,census,Housing & Urban Areas; Roads & Railroads,Residential & Commercial Development; Transportation & Service Corridors,1,climate_change;direct_exploitation,conflits_and_epidemics;demographic;technology
23664,Dasgupta and Ghosh,2015,Observational,Terrestrial,Local,,asia,India,"Elephant–Railway Conflict in a Biodiversity Hotspot: Determinants and Perceptions of the Conflict in Northern West Bengal, India",4.1:RoadRail,4,database,Quantitative,1,level2,WestBengalForestDepartment,Roads & Railroads,Transportation & Service Corridors,0,climate_change;invasive_and_alien_species,conflits_and_epidemics;economic
23666,Dávalos_etal,2011,Observational,Terrestrial,National,1,south america,Colombia,Forests and drugs: Coca-driven deforestation in tropical biodiversity hotspots,2.1:AgNTC; 4.1:RoadRail,2; 4,rs,Qualitative,2,level2,,Annual & Perennial Non-Timber Crops; Roads & Railroads,Agriculture & Aquaculture; Transportation & Service Corridors,1,climate_change;land/sea_use_change,conflits_and_epidemics;economic;governance_and_institutions
23669,De Abreu_etal,2011,Observational,Terrestrial,Local,,south america,Brazil,Changes in the plant community of a brazilian grassland savannah after 22 years of invasion by pinus elliottii engelm,8.1:SDAlienInv,8,survey,Qualitative,1,level2,,Invasive Non-Native/Alien Species,Invasive & Problematic Species,1;0,climate_change;pollution,conflits_and_epidemics;economic;society_and_culture
23670,De Alban_etal,2020,Observational,Terrestrial,Local,30,asia,Myanmar,Improved estimates of mangrove cover and change reveal catastrophic deforestation in Myanmar,1.4:DevUnspec; 2.1:AgNTC,1; 2,rs,Qualitative,2,level2,,Annual & Perennial Non-Timber Crops; Development (Unspecified),Agriculture & Aquaculture; Residential & Commercial Development,1,direct_exploitation;invasive_and_alien_species,conflits_and_epidemics;economic;technology
23674,De Castro_etal,2017,Observational,Terrestrial,Sub-national,km2,south america,Brazil,Impacts of mining activities on the potential geographic distribution of eastern Brazil mountaintop endemic species,3.2:MinQuar,3,database,Qualitative,1,level2,NationalDepartmentofMineralResources,Mining & Quarrying,Energy Production & Mining,1;0,direct_exploitation;land/sea_use_change,conflits_and_epidemics;governance_and_institutions
23682,De Luna_etal,2018,Observational,Terrestrial,Local,,south america,Colombia,"Distribution, population density and conservation of the critically endangered brown spider monkey (Ateles hybridus) and other primates of the inter-Andean forests of Colombia",2.1:AgNTC; 3.1:OilGas; 3.2:MinQuar; 4.1:RoadRail; 4.2:UtilityLine,2; 3; 4,literature,Qualitative,5,level2,,Annual & Perennial Non-Timber Crops; Mining & Quarrying; Oil & Gas Drilling; Roads & Railroads; Utility & Service Lines,Agriculture & Aquaculture; Energy Production & Mining; Transportation & Service Corridors,1,direct_exploitation;pollution,conflits_and_epidemics;governance_and_institutions;society_and_culture
23684,De Noronha_etal,2013,Observational,Terrestrial,Local,,europe,Portugal,"Regional challenges in tourist wetland systems: An integrated approach to the Ria Formosa in the Algarve, Portugal",1.1:DevResid; 2.5:AgUnspec,1; 2,rs,Qualitative,2,level1,,Agriculture (Unspecified); Housing & Urban Areas,Agriculture & Aquaculture; Residential & Commercial Development,0,invasive_and_alien_species;land/sea_use_change,conflits_and_epidemics;governance_and_institutions;technology
23685,De Oliveira_etal,2020,Observational,Freshwater,Sub-national,25,south america,Brazil,"A multiscale analysis of land use dynamics in the buffer zone of Rio Doce State Park, Minas Gerais, Brazil",1.1:DevResid; 2.1:AgNTC; 2.2:AgWood; 2.3:AgLivestock,1; 2,rs,Qualitative,4,level2,,Annual & Perennial Non-Timber Crops; Housing & Urban Areas; Livestock Farming & Ranching; Wood & Pulp Plantations,Agriculture & Aquaculture; Residential & Commercial Development,0,invasive_and_alien_species;pollution,conflits_and_epidemics;society_and_culture
23689,De Solan_etal,2019,Observational,Terrestrial,Sub-national,1,europe,France,Opportunistic records reveal Mediterranean reptiles’ scale-dependent responses to anthropogenic land use,4.1:RoadRail,4,database,Qualitative,1,level2,data.Montpellier3m.fr,Roads & Railroads,Transportation & Service Corridors,1;0,land/sea_use_change;pollution,conflits_and_epidemics;society_and_culture;technology
23691,De Sousa_etal,2011,Observational,Freshwater,Local,,south america,Brazil,"Melanoides tuberculatus (Müller, 1774): a new threat to the conservation of native aquatic species in Sergipe, Brazil",8.1:SDAlienInv,8,survey,Qualitative,1,level2,,Invasive Non-Native/Alien Species,Invasive & Problematic Species,1,climate_change;direct_exploitation;invasive_and_alien_species,conflits_and_epidemics;technology
